Station,Date,Calday,Year,Month,Season,Latitude,Longitude,Zone,Frame,Vis,FOV.Bias,Habitat,Depth,Time.In,Time.Out,Total.bott,Time.secs.,Algae,Pebble,Gravel,Sand,Mud,Seagrass,mean_velocity,dist,site_heterogeneity
SA42.160819,16/08/2019,228,2019,August,Late,55.515667,-5.092533,1,3,2,2,Mud,37.7,14:19,15:21,01:02:01,3721,0,0,0,0,0.49,0,0.108970501,293.8513259,1
SA43.080718,08/07/2018,189,2018,July,Early,55.487217,-5.334567,5,1,3,2,Gravel,10,13:41,14:42,00:57:47,3467,0.01,0.1,0.73,0,0,0,0.103441551,391.7896989,3
SA43.190819,19/08/2019,231,2019,August,Late,55.449917,-5.08905,3,2,2,2,Algae,10.3,13:20,14:22,00:58:12,3492,0.57,0.08,0.07,0,0,0,0.12821573,140.9500009,3
SA44.080718,08/07/2018,189,2018,July,Early,55.468917,-5.34325,5,2,2,2,Gravel,23.4,14:04,15:06,00:59:29,3569,0.1,0.13,0.36,0,0,0,0.162818983,1460.70143,3
SA44.190819,19/08/2019,231,2019,August,Late,55.450667,-5.083167,3,3,3,2,Gravel,19.5,13:26,14:39,01:09:20,4160,0.12,0.06,0.31,0.19,0,0,0.148621619,231.1594407,4
SA45.080718,08/07/2018,189,2018,July,Early,55.459617,-5.346433,5,3,2,2,Mud,30.5,14:23,15:26,01:00:56,3656,0,0,0,0,0.5,0,0.15121682,2004.702162,1
SA45.190819,19/08/2019,231,2019,August,Late,55.45325,-5.07505,2,1,1,2,Mud,37.3,13:43,15:01,01:22:11,4931,0,0,0,0,0.42,0,0.174498975,527.703903,1
SA46.170718,17/07/2018,198,2018,July,Early,55.442917,-5.294383,5,2,3,3,Algae,11.2,09:10,10:13,01:00:16,3616,0.89,0,0,0,0,0,0.089962646,1123.685918,1
SA46.190819,19/08/2019,231,2019,August,Late,55.46055,-5.079383,2,2,3,2,Algae,9.92,14:30,15:32,00:58:58,3538,0.7,0,0,0.13,0,0,0.102751195,126.9308688,2
SA47.170718,17/07/2018,198,2018,July,Early,55.438267,-5.323033,5,3,1,2,Gravel,24.3,09:24,10:36,01:09:16,4156,0.02,0.06,0.44,0,0,0,0.132541373,2664.781927,3
SA47.190819,19/08/2019,231,2019,August,Late,55.467917,-5.075517,2,3,2,2,Gravel,20.9,14:52,15:54,00:59:02,3542,0.16,0.11,0.39,0,0,0,0.154822841,338.4899563,3
SA48.170718,17/07/2018,198,2018,July,Early,55.4351,-5.334667,5,1,1,2,Mud,33,09:39,10:59,01:17:23,4643,0,0,0,0,0.52,0,0.132901698,3376.709253,1
SA48.190819,19/08/2019,231,2019,August,Late,55.473933,-5.0725,2,1,1,1,Mud,36.9,15:14,16:16,01:03:17,3797,0,0,0,0,0.37,0,0.122990653,786.1063466,1
SA49.170718,17/07/2018,198,2018,July,Early,55.443867,-5.28185,4,2,2,2,Algae,11.5,10:23,11:34,01:06:34,3994,0.95,0,0,0,0,0,0.080898501,735.7539323,1
SA49.190819,19/08/2019,231,2019,August,Late,55.474183,-5.082583,2,2,2,2,Seagrass,7.97,15:43,16:47,01:00:44,3644,0,0,0,0.29,0,0.41,0.062845051,170.3945666,2
SA50.170718,17/07/2018,198,2018,July,Early,55.436783,-5.3062,5,3,3,2,Gravel,20.9,10:50,11:53,00:59:33,3573,0,0,0.64,0.05,0,0,0.114654563,2068.217191,2
SA50.190819,19/08/2019,231,2019,August,Late,55.482983,-5.086783,2,3,2,2,Sand,19.1,16:06,17:09,00:58:03,3483,0.09,0.06,0,0.44,0,0.06,0.060321964,189.6867171,4
SA51.170718,17/07/2018,198,2018,July,Early,55.4192,-5.310383,4,1,1,2,Mud,31,11:16,12:16,00:57:30,3450,0,0,0,0,0.57,0,0.121005438,3949.618054,1
SA51.190819,19/08/2019,231,2019,August,Late,55.492383,-5.077367,2,1,2,2,Mud,32.1,16:27,17:28,00:56:38,3398,0,0,0,0,0.49,0,0.086076908,956.3620931,1
SA52.170718,17/07/2018,198,2018,July,Early,55.44015,-5.273317,4,2,3,2,Algae,9.84,11:40,12:42,00:58:34,3514,0.8,0,0,0,0,0,0.094859071,822.550656,1
SA52.200819,20/08/2019,232,2019,August,Late,55.5046,-5.358217,5,3,2,2,Algae,10.3,09:17,10:19,01:01:11,3671,0.91,0,0,0,0,0,0.203581989,167.9025883,1
SA53.170718,17/07/2018,198,2018,July,Early,55.435233,-5.292417,4,3,3,2,Algae,19.1,12:02,13:04,00:59:15,3555,0.49,0.02,0.1,0,0,0,0.096224122,1870.785173,3
SA53.200819,20/08/2019,232,2019,August,Late,55.498833,-5.35945,5,1,2,2,Gravel,17.4,09:24,10:43,01:13:45,4425,0,0.17,0.34,0,0,0,0.181572631,787.9935303,2
SA54.170718,17/07/2018,198,2018,July,Early,55.419283,-5.280633,4,1,1,2,Mud,29.4,12:30,13:33,00:59:13,3553,0,0,0,0,0.53,0,0.10711921,2877.043781,1
SA54.200819,20/08/2019,232,2019,August,Late,55.490633,-5.365883,5,2,1,2,Mud,31.5,09:38,11:01,01:18:17,4697,0,0.12,0,0,0.34,0,0.172581017,1780.793844,2
SA55.180718,18/07/2018,199,2018,July,Early,55.423333,-5.11225,3,1,1,2,Gravel,31.9,08:18,09:22,01:01:45,3705,0.01,0.06,0.41,0,0,0,0.291238487,236.8817677,3
SA55.200819,20/08/2019,232,2019,August,Late,55.494683,-5.338133,5,3,2,2,Algae,8.32,10:33,11:37,00:58:56,3536,0.87,0,0,0,0,0,0.104343981,552.0986845,1
SA56.180718,18/07/2018,199,2018,July,Early,55.431017,-5.106767,3,3,2,2,Gravel,24.3,08:30,09:41,01:07:39,4059,0.04,0.03,0.31,0.23,0,0,0.243415669,647.6095362,4
SA56.200819,20/08/2019,232,2019,August,Late,55.491167,-5.348033,5,1,2,2,Sand,18.2,10:50,11:52,00:57:08,3428,0.07,0.15,0.12,0.22,0,0,0.130320117,1195.356727,4
SA57.180718,18/07/2018,199,2018,July,Early,55.436083,-5.106917,3,2,3,2,Gravel,10.2,08:40,09:55,01:12:14,4334,0.37,0.02,0.47,0,0,0,0.185098171,464.1305885,3
SA57.200819,20/08/2019,232,2019,August,Late,55.479617,-5.357783,5,2,1,2,Mud,31.2,11:10,12:12,00:57:15,3435,0,0,0,0,0.49,0,0.160147846,2007.983069,1
SA58.180718,18/07/2018,199,2018,July,Early,55.428867,-5.096883,3,1,2,2,Sand,30.6,09:33,10:34,00:57:30,3450,0.05,0.05,0.02,0.47,0,0,0.222068027,1140.482144,4
SA58.200819,20/08/2019,232,2019,August,Late,55.485083,-5.330583,5,3,2,2,Algae,9.21,11:44,12:49,01:00:38,3638,0.82,0,0.11,0,0,0,0.104035698,206.4473603,2
SA59.180718,18/07/2018,199,2018,July,Early,55.43665,-5.099167,3,3,2,2,Gravel,22.1,09:50,10:52,00:56:44,3404,0.09,0.13,0.19,0,0,0,0.184606224,570.4763209,3
SA59.200819,20/08/2019,232,2019,August,Late,55.478433,-5.3413,5,1,3,2,Pebble,17.4,12:03,13:07,00:58:22,3502,0.04,0.47,0.09,0.1,0,0,0.145651951,1026.849228,4
SA60.180718,18/07/2018,199,2018,July,Early,55.442417,-5.096633,3,2,2,2,Pebble,11.6,10:05,11:09,01:01:49,3709,0.14,0.53,0.02,0,0,0,0.171923682,198.8579239,3
SA60.200819,20/08/2019,232,2019,August,Late,55.463317,-5.346917,5,2,1,2,Mud,30.6,12:24,13:39,00:58:47,3527,0,0,0.03,0,0.45,0,0.153066397,1877.342889,2
SA61.180718,18/07/2018,199,2018,July,Early,55.438117,-5.086933,3,1,1,2,Mud,35.4,10:45,11:45,00:56:13,3373,0,0.03,0,0,0.47,0,0.197566256,977.1611816,2
SA61.210819,21/08/2019,233,2019,August,Late,55.51895,-5.05935,1,1,3,2,Sand,8.68,08:54,09:56,01:02:20,3740,0.25,0,0,0.58,0,0,0.14705193,79.24599866,2
SA62.180718,18/07/2018,199,2018,July,Early,55.4464,-5.0863,3,3,3,2,Sand,24.1,11:03,12:07,01:01:23,3683,0.04,0,0.02,0.58,0,0,0.165769681,548.312613,3
SA62.210819,21/08/2019,233,2019,August,Late,55.52435,-5.0645,1,2,2,2,Pebble,18.4,09:04,10:22,01:16:06,4566,0.06,0.45,0.1,0.02,0,0,0.109411575,14.8074253,4
SA63.180718,18/07/2018,199,2018,July,Early,55.452717,-5.0827,3,2,2,2,Algae,11.4,11:20,12:21,00:58:24,3504,0.27,0.1,0.24,0,0,0,0.136970058,106.8462382,3
SA63.210819,21/08/2019,233,2019,August,Late,55.527917,-5.064717,1,3,2,2,Mud,40.6,09:18,10:48,01:31:45,5505,0,0.02,0,0,0.54,0,0.114416383,168.4169046,2
SA64.190718,19/07/2018,200,2018,July,Early,55.456917,-5.318567,5,2,1,3,Algae,7,10:22,11:25,00:58:05,3485,0.94,0,0,0,0,0,0.138688341,778.0642014,1
SA64.210819,21/08/2019,233,2019,August,Late,55.53955,-5.0798,1,1,3,2,Algae,7.61,10:13,11:13,00:58:32,3512,0.46,0.19,0.12,0,0,0,0.075320467,243.6452496,3
SA65.190718,19/07/2018,200,2018,July,Early,55.45405,-5.349933,5,3,3,2,Sand,24.6,10:35,11:47,01:05:02,3902,0.1,0.05,0.11,0.34,0,0,0.148681283,2470.019835,4
SA65.210819,21/08/2019,233,2019,August,Late,55.538967,-5.084967,1,2,2,2,Gravel,19.5,10:38,11:41,01:03:00,3780,0.05,0.09,0.23,0.17,0,0,0.088632338,215.756596,4
SA66.190718,19/07/2018,200,2018,July,Early,55.44685,-5.346117,5,1,1,2,Mud,36.1,10:47,12:01,01:10:02,4202,0,0,0,0,0.55,0,0.141922191,2773.171525,1
SA66.210819,21/08/2019,233,2019,August,Late,55.537683,-5.0728,1,3,1,2,Mud,37,11:01,12:09,01:03:01,3781,0,0,0,0,0.53,0,0.098394267,260.3976728,1
SA67.190718,19/07/2018,200,2018,July,Early,55.447917,-5.307317,5,2,3,2,Algae,9.03,11:33,12:05,00:59:05,3545,0.91,0,0,0,0,0,0.135430083,1233.24165,1
SA67.210819,21/08/2019,233,2019,August,Late,55.552567,-5.082667,1,1,3,2,Algae,13.3,11:25,12:38,01:05:44,3944,0.41,0.19,0.09,0.1,0,0,0.132320195,0,4
SA68.190718,19/07/2018,200,2018,July,Early,55.445633,-5.328367,5,3,2,2,Pebble,19.8,11:52,12:56,01:00:30,3630,0.3,0.33,0.05,0.03,0,0,0.140282869,2159.181707,4
SA68.210819,21/08/2019,233,2019,August,Late,55.557083,-5.087683,1,2,2,2,Sand,20.6,11:55,12:56,00:56:28,3388,0.08,0.12,0.1,0.24,0,0,0.11733532,38.91077543,4
SA69.190718,19/07/2018,200,2018,July,Early,55.437217,-5.332617,5,1,1,2,Mud,31.2,12:12,13:15,01:00:10,3610,0,0,0,0,0.56,0,0.130792171,3107.817937,1
SA69.210819,21/08/2019,233,2019,August,Late,55.565083,-5.09035,1,3,1,2,Mud,35.4,12:25,13:29,00:56:19,3379,0,0,0,0,0.49,0,0.104297467,561.1663434,1
SA70.190718,19/07/2018,200,2018,July,Early,55.442233,-5.293833,5,2,3,3,Algae,12.4,12:45,13:46,00:57:33,3453,0.53,0.01,0.39,0,0,0,0.089962646,1179.962671,3
SA70.250819,25/08/2019,237,2019,August,Late,55.452867,-5.313733,5,2,2,2,Algae,9.21,10:52,11:56,01:00:50,3650,0.83,0,0,0,0,0,0.144988835,1048.783461,1
SA71.190718,19/07/2018,200,2018,July,Early,55.4255,-5.32095,5,1,1,2,Mud,31.5,13:25,14:27,00:55:08,3308,0,0,0,0,0.49,0,0.125462934,3629.485584,1
SA71.250819,25/08/2019,237,2019,August,Late,55.448767,-5.321217,5,3,2,2,Gravel,19.1,11:00,12:13,01:10:43,4243,0.16,0.21,0.25,0,0,0,0.143319592,1635.725217,3
SA72.200718,20/07/2018,201,2018,July,Early,55.550633,-5.0786,1,3,2,2,Gravel,25.3,09:30,10:32,00:59:05,3545,0.09,0.07,0.13,0.13,0,0,0.123801202,176.0509219,4
SA72.250819,25/08/2019,237,2019,August,Late,55.445483,-5.341117,5,1,1,2,Mud,33.8,11:12,12:45,01:26:01,5161,0,0,0,0,0.49,0,0.138065487,2675.929634,1
SA73.200718,20/07/2018,201,2018,July,Early,55.558833,-5.080567,1,1,1,2,Mud,35.6,09:45,10:59,01:11:47,4307,0.04,0,0,0,0.41,0,0.124249145,506.9678826,2
SA73.250819,25/08/2019,237,2019,August,Late,55.4475,-5.297283,5,2,3,2,Algae,9.74,12:06,13:23,01:14:05,4445,0.89,0,0,0,0,0,0.092135094,768.8300799,1
SA74.200718,20/07/2018,201,2018,July,Early,55.56255,-5.095333,1,2,3,3,Algae,8.97,09:53,11:16,01:20:48,4848,0.65,0,0.07,0,0,0,0.104575753,146.2537312,2
SA74.250819,25/08/2019,237,2019,August,Late,55.43625,-5.297183,4,3,2,2,Algae,17.4,12:29,13:46,01:11:13,4273,0.49,0.13,0.11,0,0,0,0.100409634,1877.816528,3
SA75.200718,20/07/2018,201,2018,July,Early,55.56925,-5.1006,1,3,1,2,Sand,27.8,10:49,11:53,00:59:46,3586,0.01,0.05,0,0.42,0,0,0.08624123,231.8058075,3
SA75.250819,25/08/2019,237,2019,August,Late,55.4196,-5.29805,4,1,1,2,Pebble,27.5,13:08,14:10,00:59:12,3552,0.08,0.23,0.08,0,0,0,0.113512702,3582.231016,3
SA76.200718,20/07/2018,201,2018,July,Early,55.552917,-5.07655,1,1,2,2,Mud,38.3,11:07,12:09,00:58:44,3524,0,0,0.01,0,0.42,0,0.129333541,345.8899704,2
SA76.250819,25/08/2019,237,2019,August,Late,55.442967,-5.274533,4,2,2,3,Algae,9.03,13:34,14:37,00:59:00,3540,0.25,0,0,0,0,0,0.083231591,613.3631595,1
SA77.200718,20/07/2018,201,2018,July,Early,55.560217,-5.092533,1,2,2,3,Sand,13.4,11:25,12:30,01:02:37,3757,0.24,0.02,0,0.45,0,0,0.113998808,51.63962151,3
SA77.250819,25/08/2019,237,2019,August,Late,55.432917,-5.273517,4,3,3,2,Algae,18.3,13:55,14:56,00:57:44,3464,0.3,0.25,0.18,0,0,0,0.092241868,1471.08531,3
SA78.200718,20/07/2018,201,2018,July,Early,55.557583,-5.08425,1,3,2,2,Mud,26.8,12:04,13:05,00:58:38,3518,0.15,0,0.01,0,0.44,0,0.124249145,236.4041645,3
SA78.250819,25/08/2019,237,2019,August,Late,55.422783,-5.272117,4,1,2,2,Mud,30.3,14:22,15:25,00:59:56,3596,0,0,0,0,0.59,0,0.105780177,2244.760554,1
SA79.200718,20/07/2018,201,2018,July,Early,55.550067,-5.074033,1,1,1,2,Mud,36.5,12:20,13:27,01:03:13,3793,0,0,0,0,0.43,0,0.125932664,464.3195688,1
SA79.260819,26/08/2019,238,2019,August,Late,55.433917,-5.24115,4,3,1,2,Algae,9.37,10:03,11:04,00:57:09,3429,0.92,0,0,0,0,0,0.105512388,445.5769246,1
SA80.200718,20/07/2018,201,2018,July,Early,55.57015,-5.10335,1,2,2,2,Algae,8.66,12:40,14:05,01:19:36,4776,0.27,0,0.21,0.17,0,0,0.081345521,86.48800512,3
SA80.260819,26/08/2019,238,2019,August,Late,55.430133,-5.24355,4,1,2,2,Algae,15.7,10:13,11:19,01:01:29,3689,0.34,0,0.21,0,0,0,0.131153464,883.2428534,2
SA81.200718,20/07/2018,201,2018,July,Early,55.539733,-5.07225,1,3,2,3,Sand,25.7,13:20,14:25,00:57:51,3471,0.12,0.02,0.08,0.58,0,0,0.091178007,440.5754119,4
SA81.260819,26/08/2019,238,2019,August,Late,55.423267,-5.239483,4,2,1,2,Mud,29.9,10:25,11:42,01:13:30,4410,0,0.19,0,0,0.25,0,0.133762434,1597.714607,2
SA82.200718,20/07/2018,201,2018,July,Early,55.533667,-5.0664,1,1,1,2,Mud,32.1,13:39,14:40,00:56:43,3403,0.02,0,0,0,0.39,0,0.117927253,392.0396313,2
SA82.260819,26/08/2019,238,2019,August,Late,55.432017,-5.227817,4,3,1,2,Algae,8.68,11:12,12:14,00:58:19,3499,0.94,0,0,0,0,0,0.046230834,564.053812,1
SA83.210718,21/07/2018,202,2018,July,Early,55.546217,-5.088233,1,2,2,2,Algae,8.32,10:25,11:32,01:04:00,3840,0.55,0,0.11,0,0,0,0.091815822,344.5610637,2
SA83.260819,26/08/2019,238,2019,August,Late,55.42935,-5.2145,4,1,2,3,Pebble,17.7,11:32,12:35,00:56:56,3416,0,0.63,0.19,0.08,0,0,0.115943171,595.9774578,3
SA84.210718,21/07/2018,202,2018,July,Early,55.540067,-5.082283,1,1,2,2,Gravel,20.6,10:35,11:39,01:06:42,4002,0.09,0.01,0.2,0.19,0,0,0.083340801,301.1950229,4
SA84.260819,26/08/2019,238,2019,August,Late,55.422833,-5.216133,4,2,2,2,Mud,31.9,11:54,12:56,00:57:18,3438,0,0,0,0,0.5,0,0.132693574,1327.8722,1
SA85.210718,21/07/2018,202,2018,July,Early,55.53785,-5.097283,1,3,1,2,Algae,30.6,10:50,11:52,01:03:58,3838,0.56,0,0,0.12,0,0,0.081181459,565.7907388,2
SA85.260819,26/08/2019,238,2019,August,Late,55.430767,-5.19925,4,3,1,2,Algae,9.03,12:24,13:25,01:05:08,3908,0.79,0.11,0,0,0,0,0.147913128,332.1083879,2
SA86.210718,21/07/2018,202,2018,July,Early,55.544617,-5.0938,1,2,2,2,Algae,10.9,11:39,12:41,01:59:05,7145,0.91,0,0,0,0,0,0.074307427,140.8003772,1
SA86.260819,26/08/2019,238,2019,August,Late,55.427917,-5.188183,4,1,3,2,Pebble,16.8,12:45,13:46,00:58:32,3512,0.22,0.61,0,0,0,0,0.176577583,649.3257159,2
SA87.210718,21/07/2018,202,2018,July,Early,55.537367,-5.091,1,1,2,2,Sand,25.9,11:52,12:55,01:01:09,3669,0.05,0,0,0.41,0,0,0.087764733,195.3249112,2
SA87.260819,26/08/2019,238,2019,August,Late,55.42295,-5.179483,4,2,2,2,Sand,32.4,13:08,14:10,00:59:40,3580,0,0.06,0.15,0.32,0,0,0.178383216,1233.195836,3
SA88.010919,01/09/2019,244,2019,September,Late,55.435733,-5.147933,3,3,2,2,Algae,10.6,12:34,13:35,00:57:48,3468,0.89,0,0,0,0,0,0.11497198,676.0963349,1
SA88.210718,21/07/2018,202,2018,July,Early,55.529,-5.0938,1,3,1,2,Mud,33.5,12:05,13:20,01:11:32,4292,0,0,0,0,0.5,0,0.06570226,362.6572538,1
SA89.010919,01/09/2019,244,2019,September,Late,55.43215,-5.1589,3,2,2,2,Gravel,19.7,12:41,13:51,01:06:33,3993,0,0.14,0.46,0,0,0,0.146732152,656.898266,2
SA89.210718,21/07/2018,202,2018,July,Early,55.540033,-5.1013,1,2,2,2,Algae,12.8,12:51,13:57,01:02:02,3722,0.9,0,0,0,0,0,0.076158598,299.9725805,1
SA90.010919,01/09/2019,244,2019,September,Late,55.440467,-5.155783,3,1,2,2,Mud,31.4,12:49,14:04,01:16:24,4584,0,0,0.17,0,0.34,0,0.094600193,139.1601155,2
SA90.210718,21/07/2018,202,2018,July,Early,55.5427,-5.084417,1,1,3,2,Sand,20.4,13:09,14:16,01:05:32,3932,0.19,0,0.16,0.38,0,0,0.083340801,606.4749259,3
SA91.010919,01/09/2019,244,2019,September,Late,55.438317,-5.147167,3,3,1,2,Algae,13.8,13:44,14:48,00:58:04,3484,0.87,0,0,0,0,0,0.11497198,388.4627591,1
SA91.210718,21/07/2018,202,2018,July,Early,55.52425,-5.096933,1,3,1,2,Mud,40.4,13:30,14:37,01:03:25,3805,0,0,0,0,0.51,0,0.075674951,643.9875621,1
SA92.010919,01/09/2019,244,2019,September,Late,55.434033,-5.144467,3,2,2,2,Gravel,19.1,14:00,15:01,00:57:43,3463,0.12,0,0.59,0,0,0,0.140080199,869.6313935,2
SA92.210718,21/07/2018,202,2018,July,Early,55.538217,-5.108783,1,2,2,2,Algae,11.8,14:05,15:06,00:58:18,3498,0.76,0,0,0.04,0,0,0.06643977,436.7924169,2
SA93.010919,01/09/2019,244,2019,September,Late,55.418983,-5.145183,3,1,2,2,Gravel,28.5,14:22,15:22,00:57:36,3456,0,0,0.61,0,0,0,0.217460036,1610.169911,1
SA93.210718,21/07/2018,202,2018,July,Early,55.539733,-5.095567,1,1,2,2,Sand,22.7,14:28,15:30,00:58:05,3485,0.03,0.02,0,0.51,0,0,0.077774197,532.3882043,3
SA94.010919,01/09/2019,244,2019,September,Late,55.438683,-5.1371,3,3,2,3,Algae,9.38,14:53,15:56,01:01:25,3685,0.88,0,0,0,0,0,0.154977456,413.0729886,1
SA94.310718,31/07/2018,212,2018,July,Early,55.511917,-5.0808,1,1,2,2,Sand,19.5,12:29,13:35,01:01:08,3668,0.05,0.01,0,0.44,0,0,0.090073615,166.8764899,3
SA95.310718,31/07/2018,212,2018,July,Early,55.512533,-5.090517,1,3,3,2,Algae,7.12,12:42,13:52,01:08:20,4100,0.52,0.01,0,0.24,0,0,0.107677437,49.87211907,3
SA96.020919,02/09/2019,245,2019,September,Late,55.48125,-5.086617,2,1,2,2,Seagrass,7.44,12:45,13:46,00:58:52,3532,0,0,0,0,0,0.8,0.060321964,193.6932243,1
SA96.310718,31/07/2018,212,2018,July,Early,55.52085,-5.102633,1,2,1,2,Mud,39.7,12:58,14:10,01:10:28,4228,0,0,0,0,0.46,0,0.092682302,333.0879431,1
SA97.020919,02/09/2019,245,2019,September,Late,55.486933,-5.08845,2,2,2,2,Sand,18.4,12:53,14:04,01:06:25,3985,0,0.06,0.04,0.51,0,0,0.05939509,255.9936522,3
SA97.310718,31/07/2018,212,2018,July,Early,55.521267,-5.078,1,1,2,2,Sand,18.6,13:45,14:52,00:58:27,3507,0.07,0.01,0,0.42,0,0,0.065159112,42.83260334,3
SA98.020919,02/09/2019,245,2019,September,Late,55.490317,-5.093517,2,3,2,2,Mud,28.2,13:02,14:21,01:16:08,4568,0,0,0,0,0.55,0,0.05474706,0,1
SA98.310718,31/07/2018,212,2018,July,Early,55.527733,-5.089,1,3,2,2,Algae,9.37,14:05,15:03,00:54:24,3264,0.38,0.06,0,0.29,0,0,0.060825553,94.7034888,3
SA99.020919,02/09/2019,245,2019,September,Late,55.4948,-5.08875,2,1,2,2,Seagrass,6.37,13:58,14:59,00:57:42,3462,0,0,0,0.41,0,0.48,0.066935465,201.9667227,2
SA99.310718,31/07/2018,212,2018,July,Early,55.525717,-5.10925,1,2,1,2,Mud,38.8,14:21,15:23,00:58:01,3481,0.07,0,0,0,0.29,0,0.059643179,552.1083871,2
